"","R_fighter","B_fighter","Winner","date","R_Stance","B_Stance"
"3891","Pat Barry","Shawn Jordan","Southpaw","6/15/2013","Orthodox","Southpaw"
"3894","Sean Pierson","Kenny Robertson","Southpaw","6/15/2013","Southpaw","Orthodox"
"3896","Mitch Clarke","John Maguire","Orthodox","6/15/2013","Orthodox","Southpaw"
"3901","Erick Silva","Jason High","Orthodox","6/8/2013","Orthodox","Southpaw"
"3903","Rony Jason","Mike Wilkinson","Orthodox","6/8/2013","Orthodox","Switch"
"3915","Mike Pyle","Rick Story","Orthodox","5/25/2013","Orthodox","Southpaw"
"3927","Francisco Trinaldo","Mike Rio","Southpaw","5/18/2013","Southpaw","Orthodox"
"3928","Gleison Tibau","John Cholish","Southpaw","5/18/2013","Southpaw","Orthodox"
"3930","Iuri Alcantara","Iliarde Santos","Southpaw","5/18/2013","Southpaw","Orthodox"
"3933","Jussier Formiga","Chris Cariaso","Orthodox","5/18/2013","Orthodox","Southpaw"
"3934","Lucas Martins","Jeremy Larsen","Southpaw","5/18/2013","Southpaw","Orthodox"
"3935","Jon Jones","Chael Sonnen","Orthodox","4/27/2013","Orthodox","Southpaw"
"3940","Gian Villante","Ovince Saint Preux","Southpaw","4/27/2013","Orthodox","Southpaw"
"3943","Leonard Garcia","Cody McKenzie","Switch","4/27/2013","Orthodox","Switch"
"3945","Benson Henderson","Gilbert Melendez","Southpaw","4/20/2013","Southpaw","Orthodox"
"3946","Frank Mir","Daniel Cormier","Orthodox","4/20/2013","Southpaw","Orthodox"
"3947","Nate Diaz","Josh Thomson","Orthodox","4/20/2013","Southpaw","Orthodox"
"3952","Joseph Benavidez","Darren Uyenoyama","Southpaw","4/20/2013","Southpaw","Orthodox"
"3956","Clifford Starks","Yoel Romero","Southpaw","4/20/2013","Orthodox","Southpaw"
"3958","Uriah Hall","Kelvin Gastelum","Southpaw","4/13/2013","Orthodox","Southpaw"
"3959","Miesha Tate","Cat Zingano","Southpaw","4/13/2013","Orthodox","Southpaw"
"3962","Josh Samman","Kevin Casey","Orthodox","4/13/2013","Orthodox","Southpaw"
"3964","Dylan Andrews","Jimmy Quinlan","Switch","4/13/2013","Switch","Orthodox"
"3971","Matt Mitrione","Philip De Fries","Switch","4/6/2013","Switch","Orthodox"
"3972","Brad Pickett","Mike Easton","Orthodox","4/6/2013","Orthodox","Southpaw"
"3975","Reza Madadi","Michael Johnson","Orthodox","4/6/2013","Orthodox","Southpaw"
"3979","Benny Alloway","Ryan LaFlare","Southpaw","4/6/2013","Orthodox","Southpaw"
"3980","Michael Kuiper","Tom Lawlor","Southpaw","4/6/2013","Orthodox","Southpaw"
"3981","Papy Abedi","Besam Yousef","Southpaw","4/6/2013","Southpaw","Orthodox"
"3982","Georges St-Pierre","Nick Diaz","Orthodox","3/16/2013","Orthodox","Southpaw"
"3983","Carlos Condit","Johny Hendricks","Southpaw","3/16/2013","Orthodox","Southpaw"
"3985","Nick Ring","Chris Camozzi","Orthodox","3/16/2013","Southpaw","Orthodox"
"3986","Mike Ricci","Colin Fletcher","Southpaw","3/16/2013","Southpaw","Orthodox"
"3990","John Makdessi","Daron Cruickshank","Orthodox","3/16/2013","Orthodox","Switch"
"3991","Rick Story","Quinn Mulhern","Southpaw","3/16/2013","Southpaw","Orthodox"
"3999","Dong Hyun Kim","Siyar Bahadurzada","Southpaw","3/2/2013","Southpaw","Orthodox"
"4000","Riki Fukuda","Brad Tavares","Orthodox","3/2/2013","Southpaw","Orthodox"
"4002","Cristiano Marcello","Kazuki Tokudome","Southpaw","3/2/2013","Orthodox","Southpaw"
"4005","Lyoto Machida","Dan Henderson","Southpaw","2/23/2013","Southpaw","Orthodox"
"4008","Josh Koscheck","Robbie Lawler","Southpaw","2/23/2013","Orthodox","Southpaw"
"4010","Michael Chiesa","Anton Kuivanen","Southpaw","2/23/2013","Southpaw","Orthodox"
"4017","Cub Swanson","Dustin Poirier","Orthodox","2/16/2013","Orthodox","Southpaw"
"4018","Jimi Manuwa","Cyrille Diabate","Orthodox","2/16/2013","Orthodox","Southpaw"
"4019","Gunnar Nelson","Jorge Santiago","Switch","2/16/2013","Switch","Orthodox"
"4025","Vaughan Lee","Motonobu Tezuka","Orthodox","2/16/2013","Orthodox","Southpaw"
"4028","Rashad Evans","Rogerio Nogueira","Southpaw","2/2/2013","Orthodox","Southpaw"
"4030","Jon Fitch","Demian Maia","Southpaw","2/2/2013","Orthodox","Southpaw"
"4031","Joseph Benavidez","Ian McCall","Southpaw","2/2/2013","Southpaw","Orthodox"
"4034","Jacob Volkmann","Bobby Green","Orthodox","2/2/2013","Southpaw","Orthodox"
"4035","Yves Edwards","Isaac Vallie-Flagg","Orthodox","2/2/2013","Southpaw","Orthodox"
"4041","Erik Koch","Ricardo Lamas","Orthodox","1/26/2013","Southpaw","Orthodox"
"4046","Mike Russow","Shawn Jordan","Southpaw","1/26/2013","Orthodox","Southpaw"
"4047","Rafael Natal","Sean Spencer","Orthodox","1/26/2013","Orthodox","Southpaw"
"4049","Vitor Belfort","Michael Bisping","Southpaw","1/19/2013","Southpaw","Orthodox"
"4056","Edson Barboza","Lucas Martins","Orthodox","1/19/2013","Orthodox","Southpaw"
"4057","Wagner Prado","Ildemar Alcantara","Orthodox","1/19/2013","Southpaw","Orthodox"
"4058","Francisco Trinaldo","CJ Keith","Southpaw","1/19/2013","Southpaw","Orthodox"
"4060","Jim Miller","Joe Lauzon","Southpaw","12/29/2012","Southpaw","Orthodox"
"4062","Yushin Okami","Alan Belcher","Southpaw","12/29/2012","Southpaw","Orthodox"
"4067","Michael Johnson","Myles Jury","Orthodox","12/29/2012","Southpaw","Orthodox"
"4070","Chris Cariaso","John Moraga","Orthodox","12/29/2012","Southpaw","Orthodox"
"4071","Roy Nelson","Matt Mitrione","Orthodox","12/15/2012","Orthodox","Switch"
"4072","Colton Smith","Mike Ricci","Orthodox","12/15/2012","Orthodox","Southpaw"
"4073","Pat Barry","Shane del Rosario","Orthodox","12/15/2012","Orthodox","Southpaw"
"4078","TJ Waldburger","Nick Catone","Orthodox","12/15/2012","Orthodox","Southpaw"
"4080","Mike Rio","John Cofer","Orthodox","12/15/2012","Orthodox","Southpaw"
"4084","Colin Fletcher","Norman Parke","Southpaw","12/14/2012","Orthodox","Southpaw"
"4085","Hector Lombard","Rousimar Palhares","Southpaw","12/14/2012","Southpaw","Orthodox"
"4089","Brendan Loughnane","Mike Wilkinson","Switch ","12/14/2012","Switch","Switch "
"4090","Nick Penner","Cody Donovan","Orthodox","12/14/2012","Southpaw","Orthodox"
"4095","Yves Edwards","Jeremy Stephens","Southpaw","12/8/2012","Southpaw","Orthodox"
"4096","Raphael Assuncao","Mike Easton","Orthodox","12/8/2012","Orthodox","Southpaw"
"4098","Daron Cruickshank","Henry Martinez","Switch","12/8/2012","Switch","Southpaw"
"4099","Marcus LeVesseur","Abel Trujillo","Orthodox","12/8/2012","Southpaw","Orthodox"
"4103","Johny Hendricks","Martin Kampmann","Southpaw","11/17/2012","Southpaw","Orthodox"
"4104","Francis Carmont","Tom Lawlor","Orthodox","11/17/2012","Orthodox","Southpaw"
"4105","Mark Bocek","Rafael Dos Anjos","Southpaw","11/17/2012","Orthodox","Southpaw"
"4108","Cyrille Diabate","Chad Griggs","Southpaw","11/17/2012","Southpaw","Orthodox"
"4115","Dong Hyun Kim","Paulo Thiago","Southpaw","11/10/2012","Southpaw","Orthodox"
"4116","Takanori Gomi","Mac Danzig","Southpaw","11/10/2012","Southpaw","Orthodox"
"4120","Yasuhiro Urushitani","John Lineker","Orthodox","11/10/2012","Southpaw","Orthodox"
"4121","Riki Fukuda","Tom DeBlass","Southpaw","11/10/2012","Southpaw","Orthodox"
"4122","Anderson Silva","Stephan Bonnar","Southpaw","10/13/2012","Southpaw","Orthodox"
"4126","Phil Davis","Wagner Prado","Orthodox","10/13/2012","Orthodox","Southpaw"
"4132","Luiz Cane","Chris Camozzi","Orthodox","10/13/2012","Southpaw","Orthodox"
"4138","Michael Johnson","Danny Castillo","Southpaw","10/5/2012","Southpaw","Orthodox"
"4140","Marcus LeVesseur","Carlo Prater","Southpaw","10/5/2012","Southpaw","Switch"
"4141","Jacob Volkmann","Shane Roller","Southpaw","10/5/2012","Southpaw","Orthodox"
"4148","John Hathaway","John Maguire","Orthodox","9/29/2012","Orthodox","Southpaw"
"4153","DaMarques Johnson","Gunnar Nelson","Switch","9/29/2012","Orthodox","Switch"
"4155","Jon Jones","Vitor Belfort","Orthodox","9/22/2012","Orthodox","Southpaw"
"4156","Joseph Benavidez","Demetrious Johnson","Orthodox","9/22/2012","Southpaw","Orthodox"
"4161","TJ Grant","Evan Dunham","Orthodox","9/22/2012","Orthodox","Southpaw"
"4165","Mitch Gagnon","Walel Watson","Southpaw","9/22/2012","Southpaw","Orthodox"
"4166","Kyle Noke","Charlie Brenneman","Southpaw","9/22/2012","Southpaw","Orthodox"
"4167","Benson Henderson","Frankie Edgar","Southpaw","8/11/2012","Southpaw","Orthodox"
"4169","Yushin Okami","Buddy Roberts","Southpaw","8/11/2012","Southpaw","Orthodox"
"4171","Dennis Bermudez","Tommy Hayden","Orthodox","8/11/2012","Orthodox","Southpaw"
"4175","Nik Lentz","Eiji Mitsuoka","Orthodox","8/11/2012","Orthodox","Southpaw"
"4177","Lyoto Machida","Ryan Bader","Southpaw","8/4/2012","Southpaw","Orthodox"
"4186","Hector Lombard","Tim Boetsch","Orthodox","7/21/2012","Southpaw","Orthodox"
"4187","Cheick Kongo","Shawn Jordan","Orthodox","7/21/2012","Orthodox","Southpaw"
"4188","Brian Ebersole","James Head","Orthodox","7/21/2012","Southpaw","Orthodox"
"4189","Court McGee","Nick Ring","Southpaw","7/21/2012","Orthodox","Southpaw"
"4191","Bryan Caraway","Mitch Gagnon","Orthodox","7/21/2012","Orthodox","Southpaw"
"4199","Rafael Dos Anjos","Anthony Njokuani","Southpaw","7/11/2012","Southpaw","Orthodox"
"4200","Damacio Page","Alex Caceres","Southpaw","7/11/2012","Orthodox","Southpaw"
"4201","Chris Cariaso","Josh Ferguson","Southpaw","7/11/2012","Southpaw","Orthodox"
"4207","Cung Le","Patrick Cote","Southpaw","7/7/2012","Southpaw","Orthodox"
"4209","Chad Mendes","Cody McKenzie","Orthodox","7/7/2012","Orthodox","Switch"
"4210","Ivan Menjivar","Mike Easton","Southpaw","7/7/2012","Orthodox","Southpaw"
"4212","Gleison Tibau","Khabib Nurmagomedov","Orthodox","7/7/2012","Southpaw","Orthodox"
"4213","Costas Philippou","Riki Fukuda","Orthodox","7/7/2012","Orthodox","Southpaw"
"4215","Rafaello Oliveira","Yoislandy Izquierdo","Orthodox","7/7/2012","Orthodox","Southpaw"
"4216","Wanderlei Silva","Rich Franklin","Southpaw","6/23/2012","Orthodox","Southpaw"
"4217","Cezar Ferreira","Sergio Moraes","Southpaw","6/23/2012","Southpaw","Orthodox"
"4220","Iuri Alcantara","Hacran Dias","Orthodox","6/23/2012","Southpaw","Orthodox"
"4222","Delson Heleno","Francisco Trinaldo","Southpaw","6/23/2012","Orthodox","Southpaw"
"4225","Marcos Vinicius","Wagner Campos","Orthodox","6/23/2012","Orthodox","Southpaw"
"4227","Sam Stout","Spencer Fisher","Orthodox","6/22/2012","Orthodox","Southpaw"
"4228","Brian Ebersole","TJ Waldburger","Southpaw","6/22/2012","Southpaw","Orthodox"
"4232","Rick Story","Brock Jardine","Southpaw","6/22/2012","Southpaw","Orthodox"
"4234","Nick Catone","Chris Camozzi","Orthodox","6/22/2012","Southpaw","Orthodox"
"4236","Dan Miller","Ricardo Funch","Orthodox","6/22/2012","Orthodox","Southpaw"
"4243","Seth Baczynski","Lance Benoist","Orthodox","6/8/2012","Orthodox","Southpaw"
"4245","Dustin Pague","Jared Papazian","Orthodox","6/8/2012","Orthodox","Southpaw"
"4246","Tim Means","Justin Salas","Orthodox","6/8/2012","Orthodox","Southpaw"
"4248","Henry Martinez","Bernardo Magalhaes","Southpaw","6/8/2012","Southpaw","Orthodox"
"4249","Jake Hecht","Sean Pierson","Southpaw","6/8/2012","Orthodox","Southpaw"
"4251","Michael Chiesa","Al Iaquinta","Southpaw","6/1/2012","Southpaw","Orthodox"
"4252","Jonathan Brookins","Charles Oliveira","Orthodox","6/1/2012","Southpaw","Orthodox"
"4254","Justin Lawrence","John Cofer","Orthodox","6/1/2012","Orthodox","Southpaw"
"4255","Daron Cruickshank","Chris Tickle","Switch","6/1/2012","Switch","Orthodox"
"4260","Junior Dos Santos","Frank Mir","Orthodox","5/26/2012","Orthodox","Southpaw"
"4263","Stipe Miocic","Shane del Rosario","Orthodox","5/26/2012","Orthodox","Southpaw"
"4269","Jacob Volkmann","Paul Sass","Orthodox","5/26/2012","Southpaw","Orthodox"
"4272","Chan Sung Jung","Dustin Poirier","Orthodox","5/15/2012","Orthodox","Southpaw"
"4277","Jason MacDonald","Tom Lawlor","Southpaw","5/15/2012","Orthodox","Southpaw"
"4278","Brad Tavares","Dongi Yang","Orthodox","5/15/2012","Orthodox","Southpaw"
"4279","Cody McKenzie","Marcus LeVesseur","Switch","5/15/2012","Switch","Southpaw"
"4280","TJ Grant","Carlo Prater","Orthodox","5/15/2012","Orthodox","Switch"
"4281","Rafael Dos Anjos","Kamal Shalorus","Southpaw","5/15/2012","Southpaw","Orthodox"
"4283","Alex Soto","Francisco Rivera","Orthodox","5/15/2012","Southpaw","Orthodox"
"4285","Josh Koscheck","Johny Hendricks","Southpaw","5/5/2012","Orthodox","Southpaw"
"4288","Tony Ferguson","Michael Johnson","Southpaw","5/5/2012","Orthodox","Southpaw"
"4289","John Dodson","Tim Elliott","Orthodox","5/5/2012","Orthodox","Southpaw"
"4295","Mike Massenzio","Karlos Vemola","Orthodox","5/5/2012","Southpaw","Orthodox"
"4307","Marcus Brimage","Maximo Blanco","Southpaw","4/21/2012","Southpaw","Orthodox"
"4312","DaMarques Johnson","John Maguire","Southpaw","4/14/2012","Orthodox","Southpaw"
"4314","Papy Abedi","James Head","Orthodox","4/14/2012","Southpaw","Orthodox"
"4315","Cyrille Diabate","Tom DeBlass","Southpaw","4/14/2012","Southpaw","Orthodox"
"4317","Reza Madadi","Yoislandy Izquierdo","Orthodox","4/14/2012","Orthodox","Southpaw"
"4319","Jason Young","Eric Wisely","Orthodox","4/14/2012","Orthodox","Southpaw"
"4324","Anthony Perosh","Nick Penner","Orthodox","3/2/2012","Orthodox","Southpaw"
"4326","Kyle Noke","Andrew Craig","Orthodox","3/2/2012","Southpaw","Orthodox"
"4329","Oli Thompson","Shawn Jordan","Southpaw","3/2/2012","Orthodox","Southpaw"
"4330","Frankie Edgar","Benson Henderson","Southpaw","2/25/2012","Orthodox","Southpaw"
"4334","Yushin Okami","Tim Boetsch","Orthodox","2/25/2012","Southpaw","Orthodox"
"4338","Norifumi Yamamoto","Vaughan Lee","Orthodox","2/25/2012","Southpaw","Orthodox"
"4339","Riki Fukuda","Steve Cantwell","Southpaw","2/25/2012","Southpaw","Orthodox"
"4340","Takeya Mizugaki","Chris Cariaso","Southpaw","2/25/2012","Orthodox","Southpaw"
"4342","Diego Sanchez","Jake Ellenberger","Orthodox","2/15/2012","Southpaw","Orthodox"
"4348","Jonathan Brookins","Vagner Rocha","Southpaw","2/15/2012","Southpaw","Orthodox"
"4349","Anton Kuivanen","Justin Salas","Southpaw","2/15/2012","Orthodox","Southpaw"
"4351","Nick Diaz","Carlos Condit","Orthodox","2/4/2012","Southpaw","Orthodox"
"4356","Dustin Poirier","Max Holloway","Southpaw","2/4/2012","Southpaw","Orthodox"
"4357","Alex Caceres","Edwin Figueroa","Orthodox","2/4/2012","Southpaw","Orthodox"
"4363","Chael Sonnen","Michael Bisping","Southpaw","1/28/2012","Southpaw","Orthodox"
"4364","Demian Maia","Chris Weidman","Orthodox","1/28/2012","Southpaw","Orthodox"
"4365","Evan Dunham","Nik Lentz","Southpaw","1/28/2012","Southpaw","Orthodox"
"4368","Charles Oliveira","Eric Wisely","Orthodox","1/28/2012","Orthodox","Southpaw"
"4369","Michael Johnson","Shane Roller","Southpaw","1/28/2012","Southpaw","Orthodox"
"4372","Melvin Guillard","Jim Miller","Southpaw","1/20/2012","Orthodox","Southpaw"
"4378","Charlie Brenneman","Daniel Roberts","Orthodox","1/20/2012","Orthodox","Southpaw"
"4379","Fabricio Camoes","Tommy Hayden","Orthodox","1/20/2012","Orthodox","Southpaw"
"4381","Joseph Sandoval","Nick Denis","Orthodox","1/20/2012","Southpaw","Orthodox"
"4383","Vitor Belfort","Anthony Johnson","Southpaw","1/14/2012","Southpaw","Orthodox"
"4384","Rousimar Palhares","Mike Massenzio","Orthodox","1/14/2012","Orthodox","Southpaw"
"4385","Erick Silva","Carlo Prater","Switch","1/14/2012","Orthodox","Switch"
"4389","Iuri Alcantara","Michihiro Omigawa","Southpaw","1/14/2012","Southpaw","Orthodox"
"4390","Ricardo Funch","Mike Pyle","Orthodox","1/14/2012","Southpaw","Orthodox"
"4393","Nate Diaz","Donald Cerrone","Southpaw","12/30/2011","Southpaw","Orthodox"
"4394","Jon Fitch","Johny Hendricks","Southpaw","12/30/2011","Orthodox","Southpaw"
"4396","Nam Phan","Jimy Hettes","Southpaw","12/30/2011","Orthodox","Southpaw"
"4400","Jacob Volkmann","Efrain Escudero","Southpaw","12/30/2011","Southpaw","Orthodox"
"4402","Jon Jones","Lyoto Machida","Orthodox","12/10/2011","Orthodox","Southpaw"
"4403","Frank Mir","Minotauro Nogueira","Southpaw","12/10/2011","Southpaw","Orthodox"
"4404","Tito Ortiz","Rogerio Nogueira","Southpaw","12/10/2011","Orthodox","Southpaw"
"4405","Claude Patrick","Brian Ebersole","Southpaw","12/10/2011","Orthodox","Southpaw"
"4407","Krzysztof Soszynski","Igor Pokrajac","Orthodox","12/10/2011","Open Stance","Orthodox"
"4417","Tony Ferguson","Yves Edwards","Orthodox","12/3/2011","Orthodox","Southpaw"
"4419","Marcus Brimage","Stephen Bass","Southpaw","12/3/2011","Southpaw","Orthodox"
"4425","Wanderlei Silva","Cung Le","Orthodox","11/19/2011","Orthodox","Southpaw"
"4427","Rick Story","Martin Kampmann","Orthodox","11/19/2011","Southpaw","Orthodox"
"4430","Michael McDonald","Alex Soto","Orthodox","11/19/2011","Orthodox","Southpaw"
"4431","Tom Lawlor","Chris Weidman","Orthodox","11/19/2011","Southpaw","Orthodox"
"4435","Danny Castillo","Shamar Bailey","Orthodox","11/19/2011","Orthodox","Southpaw"
"4437","Clay Guida","Benson Henderson","Southpaw","11/12/2011","Orthodox","Southpaw"
"4438","Dustin Poirier","Pablo Garza","Southpaw","11/12/2011","Southpaw","Orthodox"
"4441","Norifumi Yamamoto","Darren Uyenoyama","Orthodox","11/12/2011","Southpaw","Orthodox"
"4442","Alex Caceres","Cole Escovedo","Southpaw","11/12/2011","Southpaw","Orthodox"
"4445","Chris Leben","Mark Munoz","Orthodox","11/5/2011","Southpaw","Orthodox"
"4447","Thiago Alves","Papy Abedi","Orthodox","11/5/2011","Orthodox","Southpaw"
"4448","Cyrille Diabate","Anthony Perosh","Orthodox","11/5/2011","Southpaw","Orthodox"
"4449","Terry Etim","Edward Faaloloto","Orthodox","11/5/2011","Orthodox","Southpaw"
"4450","John Maguire","Justin Edwards","Southpaw","11/5/2011","Southpaw","Orthodox"
"4454","Chris Cariaso","Vaughan Lee","Southpaw","11/5/2011","Southpaw","Orthodox"
"4455","BJ Penn","Nick Diaz","Southpaw","10/29/2011","Orthodox","Southpaw"
"4456","Cheick Kongo","Matt Mitrione","Orthodox","10/29/2011","Orthodox","Switch"
"4457","Mirko Cro Cop","Roy Nelson","Orthodox","10/29/2011","Southpaw","Orthodox"
"4467","Jose Aldo","Kenny Florian","Orthodox","10/8/2011","Orthodox","Southpaw"
"4468","Chael Sonnen","Brian Stann","Southpaw","10/8/2011","Southpaw","Orthodox"
"4471","Demian Maia","Jorge Santiago","Southpaw","10/8/2011","Southpaw","Orthodox"
"4476","Steve Cantwell","Mike Massenzio","Southpaw","10/8/2011","Orthodox","Southpaw"
"4481","Yves Edwards","Rafaello Oliveira","Southpaw","10/1/2011","Southpaw","Orthodox"
"4482","Michael Johnson","Paul Sass","Orthodox","10/1/2011","Southpaw","Orthodox"
"4483","Mike Easton","Byron Bloodworth","Southpaw","10/1/2011","Southpaw","Orthodox"
"4486","Walel Watson","Joseph Sandoval","Orthodox","10/1/2011","Orthodox","Southpaw"
"4488","Matt Hughes","Josh Koscheck","Orthodox","9/24/2011","Switch","Orthodox"
"4492","Tony Ferguson","Aaron Riley","Orthodox","9/24/2011","Orthodox","Southpaw"
"4493","Nick Ring","Tim Boetsch","Orthodox","9/24/2011","Southpaw","Orthodox"
"4498","Court McGee","Dongi Yang","Orthodox","9/17/2011","Orthodox","Southpaw"
"4501","Cody McKenzie","Vagner Rocha","Orthodox","9/17/2011","Switch","Orthodox"
"4513","Luiz Cane","Stanislav Nedkov","Orthodox","8/27/2011","Southpaw","Orthodox"
"4514","Thiago Tavares","Spencer Fisher","Orthodox","8/27/2011","Orthodox","Southpaw"
"4519","Iuri Alcantara","Felipe Arantes","Southpaw","8/27/2011","Southpaw","Orthodox"
"4526","Joseph Benavidez","Eddie Wineland","Southpaw","8/14/2011","Southpaw","Orthodox"
"4527","Ed Herman","Kyle Noke","Orthodox","8/14/2011","Orthodox","Southpaw"
"4531","Jacob Volkmann","Danny Castillo","Southpaw","8/14/2011","Southpaw","Orthodox"
"4534","Vitor Belfort","Yoshihiro Akiyama","Southpaw","8/6/2011","Southpaw","Orthodox"
"4535","Dennis Hallman","Brian Ebersole","Southpaw","8/6/2011","Orthodox","Southpaw"
"4541","Johny Hendricks","Mike Pierce","Southpaw","8/6/2011","Southpaw","Orthodox"
"4545","Wanderlei Silva","Chris Leben","Southpaw","7/2/2011","Orthodox","Southpaw"
"4548","Carlos Condit","Dong Hyun Kim","Orthodox","7/2/2011","Orthodox","Southpaw"
"4550","George Sotiropoulos","Rafael Dos Anjos","Southpaw","7/2/2011","Orthodox","Southpaw"
"4556","Charlie Brenneman","Rick Story","Orthodox","6/26/2011","Orthodox","Southpaw"
"4558","Christian Morecraft","Matt Mitrione","Switch","6/26/2011","Orthodox","Switch"
"4560","Joe Stevenson","Javier Vazquez","Southpaw","6/26/2011","Orthodox","Southpaw"
"4562","Daniel Roberts","Rich Attonito","Orthodox","6/26/2011","Southpaw","Orthodox"
"4564","Michael Johnson","Edward Faaloloto","Southpaw","6/26/2011","Southpaw","Orthodox"
"4566","Kenny Florian","Diego Nunes","Southpaw","6/11/2011","Southpaw","Orthodox"
"4567","Mark Munoz","Demian Maia","Orthodox","6/11/2011","Orthodox","Southpaw"
"4570","Yves Edwards","Sam Stout","Orthodox","6/11/2011","Southpaw","Orthodox"
"4572","Mike Massenzio","Krzysztof Soszynski","Open Stance","6/11/2011","Southpaw","Open Stance"
"4573","Nick Ring","James Head","Southpaw","6/11/2011","Southpaw","Orthodox"
"4574","Dustin Poirier","Jason Young","Southpaw","6/11/2011","Southpaw","Orthodox"
"4589","Frank Mir","Roy Nelson","Southpaw","5/28/2011","Southpaw","Orthodox"
"4591","Thiago Alves","Rick Story","Southpaw","5/28/2011","Orthodox","Southpaw"
"4595","Gleison Tibau","Rafaello Oliveira","Southpaw","5/28/2011","Southpaw","Orthodox"
"4596","Michael McDonald","Chris Cariaso","Orthodox","5/28/2011","Orthodox","Southpaw"
"4600","Lyoto Machida","Randy Couture","Southpaw","4/30/2011","Southpaw","Orthodox"
"4602","Mark Bocek","Benson Henderson","Southpaw","4/30/2011","Orthodox","Southpaw"
"4603","Nate Diaz","Rory MacDonald","Orthodox","4/30/2011","Southpaw","Orthodox"
"4604","Jake Ellenberger","Sean Pierson","Orthodox","4/30/2011","Orthodox","Southpaw"
"4605","Daniel Roberts","Claude Patrick","Orthodox","4/30/2011","Southpaw","Orthodox"
"4610","Phil Davis","Rogerio Nogueira","Orthodox","3/26/2011","Orthodox","Southpaw"
"4615","Alex Caceres","Mackens Semerzier","Orthodox","3/26/2011","Southpaw","Orthodox"
"4619","Johny Hendricks","TJ Waldburger","Southpaw","3/26/2011","Southpaw","Orthodox"
"4621","Waylon Lowe","Nik Lentz","Orthodox","3/26/2011","Southpaw","Orthodox"
"4624","Jim Miller","Kamal Shalorus","Southpaw","3/19/2011","Southpaw","Orthodox"
"4626","Mirko Cro Cop","Brendan Schaub","Orthodox","3/19/2011","Southpaw","Orthodox"
"4627","Luiz Cane","Eliot Marshall","Southpaw","3/19/2011","Southpaw","Orthodox"
"4630","Kurt Pellegrino","Gleison Tibau","Southpaw","3/19/2011","Orthodox","Southpaw"
"4631","Joseph Benavidez","Ian Loveland","Southpaw","3/19/2011","Southpaw","Orthodox"
"4632","Costas Philippou","Nick Catone","Southpaw","3/19/2011","Orthodox","Southpaw"
"4633","Erik Koch","Raphael Assuncao","Southpaw","3/19/2011","Southpaw","Orthodox"
"4634","Diego Sanchez","Martin Kampmann","Southpaw","3/3/2011","Southpaw","Orthodox"
"4638","Steve Cantwell","Cyrille Diabate","Southpaw","3/3/2011","Orthodox","Southpaw"
"4642","Rob Kimmons","Dongi Yang","Southpaw","3/3/2011","Orthodox","Southpaw"
"4647","Brian Ebersole","Chris Lytle","Southpaw","2/26/2011","Southpaw","Orthodox"
"4648","Chris Camozzi","Kyle Noke","Southpaw","2/26/2011","Orthodox","Southpaw"
"4649","Ross Pearson","Spencer Fisher","Orthodox","2/26/2011","Orthodox","Southpaw"
"4655","Maciej Jewtuszko","Curt Warburton","Orthodox","2/26/2011","Southpaw","Orthodox"
"4657","Forrest Griffin","Rich Franklin","Orthodox","2/5/2011","Orthodox","Southpaw"
"4663","Norifumi Yamamoto","Demetrious Johnson","Orthodox","2/5/2011","Southpaw","Orthodox"
"4667","Melvin Guillard","Evan Dunham","Orthodox","1/22/2011","Orthodox","Southpaw"
"4668","Matt Mitrione","Tim Hague","Switch","1/22/2011","Switch","Orthodox"
"4672","Cody McKenzie","Yves Edwards","Southpaw","1/22/2011","Switch","Southpaw"
"4675","Waylon Lowe","Willamy Freire","Southpaw","1/22/2011","Southpaw","Orthodox"
"4676","Charlie Brenneman","Amilcar Alves","Orthodox","1/22/2011","Orthodox","Southpaw"
"4677","Will Campuzano","Chris Cariaso","Southpaw","1/22/2011","Orthodox","Southpaw"
"4678","Chris Leben","Brian Stann","Orthodox","1/1/2011","Southpaw","Orthodox"
"4680","Clay Guida","Takanori Gomi","Orthodox","1/1/2011","Orthodox","Southpaw"
"4681","Jeremy Stephens","Marcus Davis","Orthodox","1/1/2011","Orthodox","Southpaw"
"4682","Dustin Poirier","Josh Grispi","Southpaw","1/1/2011","Southpaw","Orthodox"
"4685","Daniel Roberts","Greg Soto","Southpaw","1/1/2011","Southpaw","Orthodox"
"4689","Jim Miller","Charles Oliveira","Southpaw","12/11/2010","Southpaw","Orthodox"
"4699","Kendall Grove","Demian Maia","Southpaw","12/4/2010","Orthodox","Southpaw"
"4702","Cody McKenzie","Aaron Wilkinson","Switch","12/4/2010","Switch","Orthodox"
"4708","Rampage Jackson","Lyoto Machida","Orthodox","11/20/2010","Orthodox","Southpaw"
"4709","Matt Hughes","BJ Penn","Orthodox","11/20/2010","Switch","Orthodox"
"4710","Gerald Harris","Maiquel Falcao","Orthodox","11/20/2010","Southpaw","Orthodox"
"4719","Nate Marquardt","Yushin Okami","Southpaw","11/13/2010","Orthodox","Southpaw"
"4721","Amir Sadollah","Peter Sobotta","Orthodox","11/13/2010","Orthodox","Southpaw"
"4722","Krzysztof Soszynski","Goran Reljic","Open Stance","11/13/2010","Open Stance","Southpaw"
"4726","Kyle Noke","Rob Kimmons","Southpaw","11/13/2010","Southpaw","Orthodox"
